KOD_MASCO,SECTION_1D,DESCRIPTION_ENGLISH,DESCRIPTION_MALAY
241332,2,Juruanalisis Pembelian Untuk Membayar (PTP / P2P),Purchase To Pay (PTP/P2P) Analyst
241333,2,Juruanalisis Lejar Am,General Ledger Analyst
241334,2,Juruanalisis Ubahan,Change Analyst
241335,2,Juruanalisis Pengurusan Aset,Asset Management Analyst
241336,2,Juruanalisis Anti Pengubahan Wang Haram,Anti-Money Laundering Analyst
241337,2,Juruanalisis Sokongan Operasi Insurans,Insurance Operation Support Analyst
241338,2,Juruanalisis Gadai janji,Mortgage Analyst
241339,2,Juruanalisis Rekod Untuk Dilaporkan (RTR / R2R),Record To Report (RTR/R2R) Analyst
241340,2,Juruanalisis Faedah dan Ganjaran,Reward and Benefit Analyst
241341,2,Juruanalisis Pampasan dan Faedah,Compensation and Benefits Analyst
242101,2,Juruanalisis Pengelolaan dan Kaedah,Organization and Methods Analyst
242102,2,Juruanalisis Penyelidikan dan Maklumat,Research and Information Analyst
242103,2,Juruanalisis Penyelidikan Operasi,Operation Research Analyst
242104,2,Perunding Pengurusan,Management Consultant
242105,2,Perunding Perniagaan,Business Consultant
242106,2,Juruanalisis Strategi,Strategy Analyst
242107,2,Penyelidik Pasaran/Penganalisis Perniagaan (Organisasi),Market Research/Business Analysts (Organization)
242108,2,Perunding Francais,Franchise Consultant
242109,2,Pemaju Pasaran,Market Developer
242110,2,Juruanalisis Pengurusan Ubahan,Change Management Analyst
242111,2,Juruanalisis,Analyst
242112,2,Juruanalisis Derivatif Pertukaran Asing,Foreign Exchange Derivatives Analyst
242113,2,Eksekutif Perancangan Strategi,Strategy Planning Executive
242114,2,Juruanalisis Aplikasi Perolehan,Procurement Application Analyst
242115,2,Juruanalisis Pemprosesan Transaksi,Transaction Processing Analyst
242116,2,Pakar Perancangan,Planning Specialist
242117,2,Pengajar Pengurusan,Management Instructor
242118,2,Juruanalisis Pengurusan Rantaian Bekalan (SCM),Supply Chain Management (SCM) Analyst
242119,2,Analisis Perancangan Permintaan,Demand Planning Analayst
242120,2,Juruanalisis Armada,Fleet Analyst
242121,2,Juruanalisis Projek,Project Analyst
242122,2,Juruanalisis Penyelidikan Unit Penyiasatan Am (GIU),General Investigation Unit (GIU) Investigative Analyst
242123,2,Pakar Pengurusan Pengetahuan,Knowledge Management Specialist
242124,2,Perunding Penyelesaian,Solution Consultant
242125,2,Pakar Penyelesaian,Solutions Specialist
242126,2,Juruanalisis Komoditi,Commodity Analyst
242127,2,Eksekutif Perancangan,Planning Executive
242128,2,Juruanalisis Pembelajaran dan Pembangunan,Learning and Development Analyst
242129,2,Juruanalisis Perancangan Bekalan,Supply Planning Analyst
242130,2,Ketua Juruanalisis Kontrak,Contract Lead Analyst
242201,2,Pegawai Tadbir dan Diplomatik Gred M41,Administrative and Diplomatic Officer Grade M41
242202,2,Juruanalisis Dasar,Policy Analyst
242203,2,Pegawai Perisikan,Intelligence Officer
242204,2,Pegawai Dasar,Policy Officer
242205,2,Eksekutif Dasar,Policy Executive
242301,2,Pegawai Keselamatan Personel,Personnel Safety Officer
242302,2,Pegawai Personel,Personnel Officer
242303,2,Eksekutif Sumber Manusia,Human Resource Executive
242304,2,Juruanalisis Kerja,Job Analyst
242305,2,Juruanalisis Pekerjaan,Occupational Analyst
242306,2,Penilai Kerja,Job Evaluator
242307,2,Kaunselor Pekerjaan,Employment Counselor
242308,2,Pegawai Bimbingan Pekerjaan,Occupational Guidance Officer
242309,2,Penasihat Kerjaya,Career Adviser
242310,2,Pendamai Perhubungan Pengurusan Buruh,Labour Management Relations Conciliator
242311,2,Perunding Personel,Personnel Consultant
242312,2,Pakar Sumber Manusia,Human Resource Expert
242313,2,Kaunselor Bimbingan Vokasional,Vocational Guidance Counsellor
242314,2,Pendidik Industri,Industry Educator
242315,2,Perunding Latihan,Training Consultant
242316,2,Juruanalisis Sumber Manusia,Human Resource Analyst
242317,2,Penyelaras Sumber Manusia,Human Resource Coordinator
242318,2,Perunding Sumber Manusia,Human Resource Consultant
242319,2,Pakar Pengurusan Bakat,Talent Management Specialist
242320,2,Pakar Latihan,Training Specialist
242321,2,Perunding Perolehan Bakat,Talent Acquisition Consultant
242322,2,Eksekutif Latihan Industri Halal,"Training Executive, Halal Industry"
242323,2,Pegawai Sumber Manusia,Human Resource Officer
242324,2,Pegawai Pengambilan Pelajar,Student Recruitment Officer
242325,2,Pentadbir Latihan,Training Administrator
242326,2,Perunding Imej,Image Consultant
242327,2,Eksekutif Pengambilan,Recruitment Executive
242328,2,Penasihat Pendaftaran,Enrolment Adviser
242329,2,Pakar Pembelajaran Digital,Digital Learning Specialist
242401,2,Pegawai Latihan Kakitangan,Staff Training Officer
242402,2,Pegawai Latihan Kakitangan Vokasional,Vocational Staff Training Officer
242403,2,Pakar Pembangunan Guna Tenaga,Workforce Development Specialist
242404,2,Pembangun Latihan,Training Developer
242405,2,Pegawai Latihan Industri Halal,"Training Officer, Halal Industry"
242406,2,Jurulatih Berpengalaman,Well Experience Trainer
242407,2,Jurulatih Peningkatan Berterusan,Continuous Improvement Coach
242408,2,Pakar Penambahbaikan Berterusan,Continuous Improvement Specialist
242501,2,Pegawai Tadbir Gred N41,Administrative Officer Grade N41
242502,2,Pegawai Eksekutif (Pentadbiran) Gred 41,Executive Officer (Administration) Grade 41
242503,2,Pegawai Eksekutif (Pentadbiran) Gred L5,Executive Officer (Administration) Grade L5
242504,2,Pegawai Suruhanjaya Perkhidmatan Awam,Public Service Commission Officer
242505,2,Pegawai Eksekutif Kerajaan,Government Executive Officer
242506,2,Eksekutif Pentadbiran Kerajaan,Government Administrative Executive
242507,2,Pegawai Eksekutif Badan Berkanun,Statutory Bodies Executive Officer
242508,2,Eksekutif Pentadbiran,Administrative Executive
242509,2,Pendaftar Kolej/Universiti,College/University Registrar
242510,2,Pegawai Pentadbiran,Administrative Officer
242511,2,Pegawai Eksekutif Pentadbiran,Administration Executive Officer
242512,2,Eksekutif Operasi,Operation Executive
242513,2,Pegawai Eksekutif,Executive Officer
242514,2,Pegawai Pengawal Dokumen,"Officer, Document Controller"
242515,2,Pegawai Dokumen,"Officer, Document"
242516,2,Pegawai Operasi,Operation Officer
242517,2,Penyelaras Projek,Project Coordinator
242518,2,Pegawai Tadbir Gred 23,Administrative Officer Grade 23
242519,2,Eksekutif Penyediaan Kerja,Job Preparation Executive
242520,2,Pegawai Pengurusan Projek,Project Management Officer
242521,2,Eksekutif Pengurusan,Management Executive
242522,2,Eksekutif Kontrak,Contract Executive
242523,2,Pegawai Penentusahan,Verification Officer 
242524,2,Pakar Kontrak,Contract Specialist
242525,2,Eksekutif Pemantauan dan Penilaian ,Monitoring and Evaluation (ME) Executive
242526,2,Pakar Operasi,Operation Specialist
242601,2,Pegawai Penyelidik Gred Q41,Research Officer Grade Q41
242602,2,Pegawai Sains Gred C41,Scientific Officer Grade C41
242603,2,Penyelidik Agro-Based Biotek Makanan,Agro-Based Biotech Food Researcher
242604,2,Penyelidik Biotek Akuakultur,Aquaculture Biotech Researcher
242605,2,Penyelidik Biotek Pertanian,Agriculture Biotech Researcher
242606,2,Penyelidik Biotek Veterinar,Veterinary Biotech Researcher
242607,2,Eksekutif Penyelidikan dan Pembangunan (Pertanian),Research and Development Executive (Agricultural)
242608,2,Penyelidik Akua dan Marin,Aqua and Marine Researcher
242609,2,Eksekutif Penyelidikan dan Pembangunan,Research and Development Executive
242610,2,Pegawai Penyelidik Sosial Gred N41,Social Research Officer Grade N41
242611,2,Ahli Sains,Scientist
242612,2,"Eksekutif Penyelidikan dan Pembangunan, Pengilangan Makanan Halal","Research and Development Executive, Halal Food Manufacturing"
242613,2,Pegawai Penyelidik,Research Officer
242614,2,Pengawal Penyelidikan dan Pembangunan Kimpalan Laser Polimer,Laser Welding Polymer Research and Development Controller
242615,2,Ahli Teknologi Penyelidikan Bahan Api Teknologi Hijau,Green Technology Fuel Research Technologist
242616,2,Pegawai Penyelidik Gred Q43,Research Officer Grade Q43
242617,2,Pegawai Penyelidik Gred Q47,Research Officer Grade Q47
242618,2,Pegawai Penyelidik Gred Q51,Research Officer Grade Q51
242619,2,Pegawai Penyelidik Gred Q53,Research Officer Grade Q53
242620,2,Pegawai Penyelidik Gred 23,Research Officer Grade 23
242621,2,Penyelidik,Researcher
242622,2,Eksekutif Makmal,Laboratory Executive
242623,2,Penganalisis Makmal,Laboratory Analyst
243101,2,Eksekutif Akaun Pengiklanan,Advertising Executive Account
243102,2,Juruanalisis Penyelidikan Pasaran Perniagaan,Business Market Research Executive
243103,2,Pegawai Promosi Jualan,Sales Promotion Officer
243104,2,Pegawai Kecekapan Perniagaan,Business Efficiency Officer
243105,2,Eksekutif Perniagaan,Business Executive
243106,2,Ejen Paten,Patent Agent
243107,2,Juruanalisis Penyelidikan Pasaran,Market Research Analyst
243108,2,Pakar Jualan,Sales Specialist
243109,2,Eksekutif Pematuhan Perniagaan,Business Compliance Executive
243110,2,Pakar Komunikasi Pasaran,Marketing Communications Specialist
243111,2,Pegawai Pematuhan,Compliance Officer
243112,2,Pegawai Pematuhan Syariah,Shariah Compliance Officer
243113,2,Penganalisis Pematuhan,Compliance Analyst
243114,2,Pakar Perdagangan Produk,Trade Product Specialist
243115,2,Jurutera Pembangunan Perniagaan,Business Development Engineer
243116,2,"Juruanalisis Penyelidikan Pasaran, Industri Halal","Market Research Analyst, Halal Industry"
243117,2,Penasihat Teknikal,Technical Adviser
243118,2,Eksekutif Eksport,Export Executive
243119,2,Eksekutif Jualan,Sales Executive
243120,2,Eksekutif Pemasaran,Marketing Executive
243121,2,Eksekutif Pembangunan Perniagaan,Business Development Executive
243122,2,Eksekutif Pentadbiran Jualan,Sales Administrative Executive
243123,2,Eksekutif Produk Jenama,Product Brand Executive
243124,2,Juruanalisis Eksekutif Penyelidikan Pasaran,"Executive Analyst, Market Research"
243125,2,Perunding Lapangan,Field Consultant
243126,2,Jurutera Sokongan Kawasan Jualan,Area Support Sales Engineer
243127,2,Pegawai Komersil Kereta api,Commercial Railway Officer
243128,2,Eksekutif Jualan Serantau,Regional Sales Executive
243129,2,Eksekutif Jualan Luar Pesisir,Offshore Sales Executive
243130,2,Jurutera Jualan,Sales Engineer
243131,2,Jurutera Pemasaran,Marketing Engineer
243132,2,Jurutera Jualan Teknikal,Technical Sales Engineer
243133,2,Eksekutif Pemasaran Gred P3,Marketing Executive Grade P3
243134,2,Eksekutif Pemasaran Media Sosial,Social Media Marketing Executive
243135,2,Eksekutif Pemasaran Digital,Digital Marketing Executive
243136,2,Pegawai Pemasaran,Marketing Officer
243137,2,Pegawai Jualan,Sales Officer
243138,2,Penyelaras Eksekutif Jualan,Sales Executive Coordinator
243139,2,Eksekutif Penggabungan dan Pemerolehan,Merger dan Acquisition Executive
243140,2,Eksekutif Jualan dan Pemasaran,Sales and Marketing Executive
243141,2,Eksekutif Acara,Event Executive
243142,2,Perunding Jualan,Sales Consultant
243143,2,Pakar Produk,Product Specialist
243144,2,Eksekutif Harta Intelek,Intellectual Property Executive
243145,2,Eksekutif Runcit,Retail Executive
243146,2,Eksekutif Cawangan,Branch Executive
243147,2,Eksekutif Komersial,Commercial Executive
243148,2,Pakar Pengoptimuman Enjin Carian (SEO),Search Engine Optimization (SEO) Specialist
243149,2,"Pakar Pemasaran, Automasi","Marketing Specialist, Automation"
243150,2,Eksekutif Pengiklanan/Promosi,Advertising/Promotion Executive
243151,2,Eksekutif Import-Eksport,Import-Export Executive
243152,2,Eksekutif Pengurusan Pesanan,Order Management Executive
243153,2,Eksekutif Merchandising,Merchandising Executive
243154,2,Eksekutif Perolehan Pedagang,Merchant Acquisition Executive
243155,2,Pakar Aplikasi Bioproses,Bioprocess Application Specialist
243156,2,Pakar Pengurusan Pesanan,Order management Specialist
243157,2,Perunding Pengurusan Pesanan,Order Management Coordinator
243158,2,Pakar Pengalaman Pelanggan,Customer Experience Specialist
243159,2,Eksekutif Penjanaan Utama,Lead Generation Executive
243160,2,Pengulas Produk,Product Reviewer 
243201,2,Pegawai Penerangan Gred S41,Information Officer Grade S41
243202,2,Pegawai Perhubungan Awam,Public Relations Officer
243203,2,Eksekutif Hal Ehwal Korporat,Corporate Affairs Executive
243204,2,Eksekutif Perhubungan Perindustrian,Industrial Relations Executive
243205,2,Eksekutif Perhubungan Awam,Public Relations Executive
243206,2,Eksekutif Perkhidmatan Pelanggan,Customer Service Executive
243207,2,Ejen Publisiti,Publicity Agent
243208,2,Eksekutif Komunikasi Korporat,Corporate Communication Executive
243209,2,Pegawai Akhbar,Press Officer
243210,2,Pegawai Perhubungan Akhbar,Press Liaison Officer
243211,2,Perancang Media,Media Planner
243212,2,Pegawai Pelancongan,Tourism Officer
243213,2,Pegawai Khidmat Pelanggan,Customer Service Officer
243214,2,Penyelaras Penjagaan Pelanggan,Customer Care Coordinator
243215,2,Eksekutif Perhubungan Pelanggan,Customer Relations Executive
243216,2,Eksekutif Tempahan Jualan,Sales Reservation Executive
243217,2,Pegawai Pusat Panggilan,Call Centre Officer
243218,2,Pegawai Kaunter Pejabat,Front Office Officer
243219,2,Eksekutif Korporat,Corporate Executive
243221,2,Pegawai Pengurusan Program,Program Management Officer
243226,2,Eksekutif Pengurusan Hubungan Pelanggan (CRM),Customer Relationship Management (CRM) Executive
243227,2,Penyelaras Sokongan Pelanggan,Customer Support Coordinator
243228,2,Eksekutif Sokongan Pelanggan,Customer Support  Executive
243229,2,Pakar Ketenunan Wajar Pelanggan (CDD),Customer Due Deligent (CDD) Specialist
243230,2,Juruanalisis Perkhidmatan Pelanggan,Customer Service Analyst
243231,2,Juruanalisis Pemeriksaan Nama Pelanggan,Customer Name Screening Analyst
243232,2,Pakar Ketenunan Wajar Pelanggan (CDD),Customer Due Deligent (CDD) Analyst
243233,2,Juruanalisis Kesedaran Pelanggan,Customer Insight Analyst
243234,2,Eksekutif Strategi Korporat ,Corporate Strategy Executive
243235,2,Perunding Teknikal / Fungsi Pengurusan Hubungan Pelanggan (CRM),Customer Relationship Management (CRM) Technical/Functional Consultant
243236,2,"Pakar Penyelesaian Perusahaan, Perkongsian Strategik","Strategic Partnership, Enterprise Solution Specialist"
243237,2,Pakar Perkhidmatan Pelanggan,Customer Service Specialist
243238,2,Pakar Pengalaman Pengguna,Consumer Experience Specialist
243301,2,Wakil Jualan Perubatan,"Sales Representative, Medical"
243302,2,Wakil Jualan Peralatan Perubatan,"Sales Representative, Medical Devices"
243303,2,Wakil Jualan Perkakasan Perubatan,"Sales Representative, Medical Hardware"
243304,2,Wakil Jualan Peralatan Aktif Implan,"Sales Representative, Active Implantable Devices"
243305,2,Wakil Jualan Peralatan Anestetik dan Pernafasan,"Sales Representative, Anaesthetic and Respiratory Devices"
243306,2,Wakil Jualan Peralatan Pergigian,"Sales Representative, Dental Devices"
243307,2,Wakil Jualan Peralatan Perubatan Elektromekanikal,"Sales Representative, Electromechanical Medical Devices"
243308,2,Wakil Jualan Peralatan Oftalmik dan Optik,"Sales Representative, Ophthalmic and Optical Devices"
243309,2,Wakil Jualan Produk Industri,"Sales Representative, Industrial Product"
243310,2,Wakil Jualan Produk Perubatan dan Farmasi,"Sales Representative, Medical and Pharmaceutical Product"
243311,2,Wakil Jualan Teknikal,Technical Sales Representative
243312,2,Wakil Jualan Kesihatan,Healthcare Sales Representative
243401,2,Wakil Jualan Teknologi Maklumat dan Komunikasi,"Sales Representative, Information and Communications Technology"
243402,2,Wakil Jualan Komputer,"Sales Representative, Computer"
243403,2,Jurutera Sokongan Produk,Product Support Engineer
243404,2,Jurutera Jualan Teknologi Maklumat,Information Technology Sales Engineer
243405,2,Wakil Jualan Sokongan Pelanggan,Customer Support Representative
243406,2,Jurutera Produk Teknologi Maklumat,Information Technology Product Engineer
243407,2,Pegawai Sokongan Produk,Product Support Officer
243408,2,Jurutera Aplikasi Jualan (Teknologi Maklumat),Sales Application Engineer (Information Technology)
243409,2,Jurutera Pembangunan Produk,Product Development Engineer
243410,2,Pakar Teknologi Internet/Perbankan Digital,Digital Banking/Internet Technology Specialist
243411,2,Pegawai Khidmat Pelanggan (Teknologi Maklumat),Customer Support Officer (Information Technology)
243412,2,Jurutera Khidmat Pelanggan (Teknologi Maklumat),Customer Support Engineer (Information Technology)
243413,2,Eksekutif E-Dagang,E-Commerce Executive
251101,2,Juruanalisis Sistem Maklumat Pengurusan (MIS),Management Information Systems (MIS) Analyst
251102,2,Juruanalisis Sistem Komputer,Computer Systems Analyst
251103,2,Perunding Komputer,Computer Consultant
251104,2,Perunding Sistem Teknologi Maklumat,Information Technology Systems Consultant
251105,2,Perunding Teknologi Maklumat,Information Technology Consultant
251106,2,Juruanalisis Perniagaan Teknologi Maklumat,Information Technology Business Analyst
251107,2,Penyelidik Teknologi Maklumat,Information Technology Researcher
251108,2,Pereka Sistem Komputer,Computer Systems Designer
251109,2,Pereka Sistem Teknologi Maklumat,Information Technology Systems Designer
251110,2,Ahli Sains Komputer,Computer Scientist
251111,2,Juruanalisis Sistem RPG (Role-Playing Gam,RPG System Analyst (Role-Playing Game)
251112,2,Perunding .Net,.Net Consultant
251113,2,Perunding Aplikasi .Net,.Net Application Consultant
251114,2,Perunding Teknologi Maklumat (.Net),Information Technology Consultant (.Net)
251115,2,Pakar Teknologi Maklumat (.Net),Information Technology Specialist (.Net)
251116,2,Pakar Teknikal (.Net),Technical Specialist (.Net)
251117,2,Perunding Java,Java Consultant
251118,2,Perunding Aplikasi Java,Java Application Consultant
251119,2,Perunding Teknologi Maklumat (Java),Information Technology Consultant (Java)
251120,2,Pakar Teknologi Maklumat (Java),Information Technology Specialist(Java)
251121,2,Pakar Teknikal (Java),Technical Specialist (Java)
251122,2,Juruanalisis Sistem Teknologi Maklumat JD Edwars(JDE),Information Technology System Analyst (JD Edward-JDE)
251123,2,Pakar Aplikasi JD Edwars (JDE),JD Edwards (JDE) Application Specialist
251124,2,Pakar Teknologi Maklumat (Lotus Notes),Information Technology Specialist (Lotus Notes)
251125,2,Pakar Aplikasi Sokongan (Navision),Application Specialist Support (Navision)
251126,2,Perunding e-Business Suite Oracle,Oracle E-Business Suite Consultant
251127,2,Pakar Sokongan Kewangan Oracle,Oracle Financials Support Specialist
251128,2,Perunding Fungsian Oracle,Oracle Functional Consultant
251129,2,Perunding Oracle,Oracle Consultant
251130,2,Perunding Peoplesoft,Peoplesoft Consultant
251131,2,Perunding Kewangan Fungsian Peoplesoft,Peoplesoft Financials Functional Consultant
251132,2,Pakar Sistem Perusahaan (Teknologi Maklumat),Enterprise Systems Specialist (Information Technology)
251133,2,Pakar Perunding Sumber Manusia (ERP) Teknikal Teknologi Maklumat,Enterprise Resource Planning (ERP) Technical Specialist (Information Technology)
251134,2,Pakar Teknologi Maklumat SAP (Aplikasi dan Produk Sistem),Information Technology Specialist SAP (Systems Applications and Products)
251135,2,Perunding Sharepoint,Sharepoint Consultant
